0 length 1244;
0 note 81 100;
14 note 71 100;
14 note 77 100;
119 note 81 0;
134 note 77 0;
164 note 71 0;
254 note 74 100;
254 note 81 100;
269 note 77 100;
269 note 71 100;
449 note 81 0;
449 note 71 0;
449 note 77 0;
449 note 74 0;
689 note 81 100;
689 note 77 100;
704 note 74 100;
704 note 71 100;
839 note 71 0;
854 note 77 0;
854 note 81 0;
854 note 74 0;
914 note 81 100;
914 note 74 100;
929 note 71 100;
929 note 77 100;
1049 note 81 0;
1064 note 74 0;
1064 note 71 0;
1064 note 77 0;
