0 length 1515;
0 note 60 100;
208 note 74 100;
241 note 60 0;
250 note 71 100;
294 note 71 0;
326 note 74 0;
508 note 62 100;
515 note 60 100;
559 note 62 0;
614 note 74 100;
639 note 71 100;
703 note 71 0;
728 note 60 0;
729 note 74 0;
823 note 76 100;
833 note 72 100;
957 note 76 0;
992 note 72 0;
1018 note 60 100;
1050 note 64 100;
1184 note 60 0;
1213 note 64 0;
1253 note 74 100;
1298 note 71 100;
1341 note 69 100;
1427 note 71 0;
1455 note 69 0;
1459 note 74 0;
